index,INSTNM,DISTANCEONLY,TUITFTE,ADM_RATE_ALL,NPT4_PUB,HIGHDEG_ Associate degree,HIGHDEG_ Bachelor&#39;s degree,HIGHDEG_ Certificate degree,HIGHDEG_ Graduate degree,HIGHDEG_ Non-degree-granting,Labels_3Clusters
2322,Ramapo College of New Jersey,0.0,9261.0,0.5526,19830.0,0,0,0,1,0,0
2326,Rutgers University-Camden,0.0,11973.0,0.5796,14324.0,0,0,0,1,0,0
2327,Rutgers University-New Brunswick,0.0,11793.0,0.5796,19770.0,0,0,0,1,0,0
2328,Rutgers University-Newark,0.0,12723.0,0.5796,12762.0,0,0,0,1,0,0
2338,The Richard Stockton College of New Jersey,0.0,6960.0,0.6211,20188.0,0,0,0,1,0,0
2342,The College of New Jersey,0.0,11663.0,0.4311,21976.0,0,0,0,1,0,0
2345,William Paterson University of New Jersey,0.0,9726.0,0.6811,15927.0,0,0,0,1,0,0
2352,Eastern New Mexico University-Main Campus,0.0,3199.0,0.6321,9410.0,0,0,0,1,0,0
2359,New Mexico Institute of Mining and Technology,0.0,5159.0,0.4136,10219.0,0,0,0,1,0,0
2361,University of New Mexico-Main Campus,0.0,5090.0,0.6458,8126.0,0,0,0,1,0,0
2365,New Mexico State University-Main Campus,0.0,4016.0,0.852,10158.0,0,0,0,1,0,0
2447,CUNY Bernard M Baruch College,0.0,6305.0,0.2483,6543.0,0,0,0,1,0,0
2450,CUNY Brooklyn College,0.0,4480.0,0.3198,5775.0,0,0,0,1,0,0
2451,College of Staten Island CUNY,0.0,3881.0,0.9975,7364.0,0,0,0,1,0,0
2452,CUNY City College,0.0,4376.0,0.341,5150.0,0,0,0,1,0,0
2455,CUNY Hunter College,0.0,5913.0,0.2972,6688.0,0,0,0,1,0,0
2456,CUNY John Jay College of Criminal Justice,0.0,3994.0,0.3405,5141.0,0,0,0,1,0,0
2459,CUNY Lehman College,0.0,4011.0,0.2328,4299.0,0,0,0,1,0,0
2462,CUNY Queens College,0.0,4899.0,0.3702,5527.0,0,0,0,1,0,0
2465,CUNY York College,0.0,3308.0,0.351,5380.0,0,0,0,1,0,0
2477,Fashion Institute of Technology,0.0,7681.0,0.4484,11466.0,0,0,0,1,0,0
2628,SUNY at Albany,0.0,5818.0,0.5545,15749.0,0,0,0,1,0,0
2629,SUNY at Binghamton,0.0,6701.0,0.4287,16541.0,0,0,0,1,0,0
2630,University at Buffalo,0.0,7732.0,0.5652,15088.0,0,0,0,1,0,0
2631,Stony Brook University,0.0,7339.0,0.3948,13438.0,0,0,0,1,0,0
2632,SUNY College of Environmental Science and Forestry,0.0,4726.0,0.5052,17408.0,0,0,0,1,0,0
2633,SUNY Institute of Technology at Utica-Rome,0.0,5228.0,0.4754,13076.0,0,0,0,1,0,0
2634,SUNY College at Brockport,0.0,4792.0,0.4774,14612.0,0,0,0,1,0,0
2635,Buffalo State SUNY,0.0,3990.0,0.4853,12079.0,0,0,0,1,0,0
2636,SUNY College at Cortland,0.0,5412.0,0.4683,17996.0,0,0,0,1,0,0
2637,SUNY at Fredonia,0.0,4932.0,0.5154,16628.0,0,0,0,1,0,0
2638,SUNY College at Geneseo,0.0,5356.0,0.4566,16902.0,0,0,0,1,0,0
2639,State University of New York at New Paltz,0.0,5708.0,0.4359,15479.0,0,0,0,1,0,0
2640,SUNY Oneonta,0.0,4624.0,0.5073,16385.0,0,0,0,1,0,0
2641,SUNY College at Oswego,0.0,4850.0,0.4863,16472.0,0,0,0,1,0,0
2642,SUNY College at Potsdam,0.0,4551.0,0.6837,14117.0,0,0,0,1,0,0
2643,SUNY at Purchase College,0.0,6128.0,0.3319,17470.0,0,0,0,1,0,0
2645,SUNY College at Old Westbury,0.0,4018.0,0.5804,8598.0,0,0,0,1,0,0
2646,SUNY College at Plattsburgh,0.0,5027.0,0.4564,14906.0,0,0,0,1,0,0
2648,SUNY Empire State College,0.0,4181.0,0.8053,13675.0,0,0,0,1,0,0
2649,SUNY Maritime College,0.0,6028.0,0.6396,17815.0,0,0,0,1,0,0
2692,Appalachian State University,0.0,5790.0,0.6323,12725.0,0,0,0,1,0,0
2722,East Carolina University,0.0,6563.0,0.6217,14059.0,0,0,0,1,0,0
2724,Elizabeth City State University,0.0,3357.0,0.5715,2035.0,0,0,0,1,0,0
2728,Fayetteville State University,0.0,3202.0,0.5496,5808.0,0,0,0,1,0,0
2767,North Carolina A & T State University,0.0,5098.0,0.6964,8379.0,0,0,0,1,0,0
2768,University of North Carolina at Asheville,0.0,6151.0,0.6403,11765.0,0,0,0,1,0,0
2769,University of North Carolina at Chapel Hill,0.0,11914.0,0.2759,13322.0,0,0,0,1,0,0
2770,University of North Carolina at Charlotte,0.0,7019.0,0.6852,12268.0,0,0,0,1,0,0
2771,University of North Carolina at Greensboro,0.0,5580.0,0.6002,11010.0,0,0,0,1,0,0
2772,North Carolina Central University,0.0,4987.0,0.5033,10214.0,0,0,0,1,0,0
2773,University of North Carolina School of the Arts,0.0,11470.0,0.4521,11759.0,0,0,0,1,0,0
2774,North Carolina State University at Raleigh,0.0,7952.0,0.5001,13164.0,0,0,0,1,0,0
2776,University of North Carolina Wilmington,0.0,7096.0,0.5419,13618.0,0,0,0,1,0,0
2779,University of North Carolina at Pembroke,0.0,3693.0,0.7204,10301.0,0,0,0,1,0,0
2819,Winston-Salem State University,0.0,4135.0,0.5565,8788.0,0,0,0,1,0,0
2820,Western Carolina University,0.0,5283.0,0.3766,12380.0,0,0,0,1,0,0
2834,Minot State University,0.0,4815.0,0.5662,10584.0,0,0,0,1,0,0
2836,University of North Dakota,0.0,9376.0,0.737,16931.0,0,0,0,1,0,0
2839,North Dakota State University-Main Campus,0.0,7681.0,0.841,14404.0,0,0,0,1,0,0
2846,Valley City State University,0.0,5331.0,0.829,11664.0,0,0,0,1,0,0
2851,University of Akron Main Campus,0.0,9302.0,0.9649,17777.0,0,0,0,1,0,0
2868,Bowling Green State University-Main Campus,0.0,8604.0,0.7247,17793.0,0,0,0,1,0,0
2882,Central State University,0.0,4338.0,0.3328,11172.0,0,0,0,1,0,0
2888,University of Cincinnati-Main Campus,0.0,12384.0,0.7325,21681.0,0,0,0,1,0,0
2890,University of Cincinnati-Clermont College,0.0,5641.0,0.7325,13036.0,0,0,0,1,0,0
2891,University of Cincinnati-Blue Ash College,0.0,5779.0,0.7325,12030.0,0,0,0,1,0,0
2898,Cleveland State University,0.0,10476.0,0.6287,16750.0,0,0,0,1,0,0
2941,Kent State University at Kent,0.0,9518.0,0.8302,19249.0,0,0,0,1,0,0
2959,Miami University-Hamilton,0.0,4564.0,0.6676,13869.0,0,0,0,1,0,0
2960,Miami University-Middletown,0.0,4161.0,0.6676,14684.0,0,0,0,1,0,0
2961,Miami University-Oxford,0.0,15186.0,0.6676,24267.0,0,0,0,1,0,0
2996,Ohio State University-Main Campus,0.0,13102.0,0.5553,17866.0,0,0,0,1,0,0
3001,Ohio University-Main Campus,0.0,10625.0,0.7295,19416.0,0,0,0,1,0,0
3038,University of Toledo,0.0,10874.0,0.9073,14595.0,0,0,0,1,0,0
3074,University of Central Oklahoma,0.0,5618.0,0.8398,11232.0,0,0,0,1,0,0
3077,East Central University,0.0,4410.0,0.9814,7325.0,0,0,0,1,0,0
3087,Northeastern State University,0.0,4087.0,0.7337,6668.0,0,0,0,1,0,0
3091,Northwestern Oklahoma State University,0.0,3135.0,0.598,5842.0,0,0,0,1,0,0
3096,Oklahoma State University-Main Campus,0.0,10283.0,0.7602,14053.0,0,0,0,1,0,0
3101,University of Oklahoma-Norman Campus,0.0,10362.0,0.8044,16526.0,0,0,0,1,0,0
3114,Southeastern Oklahoma State University,0.0,4433.0,0.7992,7848.0,0,0,0,1,0,0
3116,Southwestern Oklahoma State University,0.0,3700.0,0.9026,10272.0,0,0,0,1,0,0
3140,Eastern Oregon University,0.0,4456.0,0.67,13373.0,0,0,0,1,0,0
3161,Oregon Institute of Technology,0.0,6574.0,0.7135,13809.0,0,0,0,1,0,0
3163,Oregon State University,0.0,9398.0,0.7894,17420.0,0,0,0,1,0,0
3164,University of Oregon,0.0,14391.0,0.7417,16057.0,0,0,0,1,0,0
3173,Portland State University,0.0,8128.0,0.6117,14145.0,0,0,0,1,0,0
3180,Southern Oregon University,0.0,5643.0,0.7304,13551.0,0,0,0,1,0,0
3190,Western Oregon University,0.0,5590.0,0.882,16732.0,0,0,0,1,0,0
3217,Bloomsburg University of Pennsylvania,0.0,7691.0,0.8856,18639.0,0,0,0,1,0,0
3226,California University of Pennsylvania,0.0,8093.0,0.9269,18655.0,0,0,0,1,0,0
3238,Clarion University of Pennsylvania,0.0,7400.0,0.9348,16613.0,0,0,0,1,0,0
3253,East Stroudsburg University of Pennsylvania,0.0,9230.0,0.7844,16638.0,0,0,0,1,0,0
3255,Edinboro University of Pennsylvania,0.0,5789.0,0.8735,15474.0,0,0,0,1,0,0
3292,Indiana University of Pennsylvania-Main Campus,0.0,7816.0,0.9049,19006.0,0,0,0,1,0,0
3302,Kutztown University of Pennsylvania,0.0,7387.0,0.8179,19518.0,0,0,0,1,0,0
3319,Lincoln University of Pennsylvania,0.0,10811.0,0.6133,14754.0,0,0,0,1,0,0
3320,Lock Haven University,0.0,6779.0,0.8777,15151.0,0,0,0,1,0,0
3328,Mansfield University of Pennsylvania,0.0,6264.0,0.9229,17045.0,0,0,0,1,0,0
3335,Millersville University of Pennsylvania,0.0,7466.0,0.7186,18021.0,0,0,0,1,0,0
3351,Pennsylvania State University-Penn State Erie-Behrend College,0.0,7616.0,0.6488,22461.0,0,0,0,1,0,0
3358,Pennsylvania State University-Penn State Lehigh Valley,0.0,6408.0,0.6488,13436.0,0,0,0,1,0,0
3361,Pennsylvania State University-Penn State Berks,0.0,6362.0,0.6488,20795.0,0,0,0,1,0,0
3362,Pennsylvania State University-Penn State Harrisburg,0.0,8498.0,0.6488,20547.0,0,0,0,1,0,0
3367,Pennsylvania State University-Main Campus,0.0,24891.0,0.6488,27032.0,0,0,0,1,0,0
3370,Pennsylvania State University-Penn State Abington,0.0,5393.0,0.6488,13276.0,0,0,0,1,0,0
3372,Pennsylvania State University-Penn State York,0.0,7920.0,0.6488,14717.0,0,0,0,1,0,0
3393,University of Pittsburgh-Pittsburgh Campus,0.0,16043.0,0.6088,26861.0,0,0,0,1,0,0
3423,Shippensburg University of Pennsylvania,0.0,7165.0,0.8341,17420.0,0,0,0,1,0,0
3424,Slippery Rock University of Pennsylvania,0.0,6800.0,0.6698,17647.0,0,0,0,1,0,0
3434,Temple University,0.0,18854.0,0.6387,20845.0,0,0,0,1,0,0
3453,West Chester University of Pennsylvania,0.0,8550.0,0.5156,22254.0,0,0,0,1,0,0
3475,Rhode Island College,0.0,6412.0,0.6915,9938.0,0,0,0,1,0,0
3477,University of Rhode Island,0.0,12828.0,0.7871,18179.0,0,0,0,1,0,0
3493,College of Charleston,0.0,12205.0,0.7031,15915.0,0,0,0,1,0,0
3496,Citadel Military College of South Carolina,0.0,10577.0,0.8041,17146.0,0,0,0,1,0,0
3498,Clemson University,0.0,14345.0,0.5787,12377.0,0,0,0,1,0,0
3508,Francis Marion University,0.0,5615.0,0.5667,12104.0,0,0,0,1,0,0
3514,Lander University,0.0,5591.0,0.4216,13834.0,0,0,0,1,0,0
3525,University of South Carolina-Aiken,0.0,5206.0,0.5122,11363.0,0,0,0,1,0,0
3527,University of South Carolina-Columbia,0.0,10441.0,0.6132,16523.0,0,0,0,1,0,0
3532,Coastal Carolina University,0.0,11355.0,0.7404,14511.0,0,0,0,1,0,0
3533,South Carolina State University,0.0,9292.0,0.5079,17724.0,0,0,0,1,0,0
3534,University of South Carolina-Upstate,0.0,5701.0,0.6422,13392.0,0,0,0,1,0,0
3544,Winthrop University,0.0,8375.0,0.7225,15311.0,0,0,0,1,0,0
3549,Black Hills State University,0.0,6118.0,0.8924,13407.0,0,0,0,1,0,0
3551,Dakota State University,0.0,6380.0,0.8297,14431.0,0,0,0,1,0,0
3561,Northern State University,0.0,4979.0,0.9334,14387.0,0,0,0,1,0,0
3565,South Dakota School of Mines and Technology,0.0,8097.0,0.8608,16443.0,0,0,0,1,0,0
3566,South Dakota State University,0.0,7250.0,0.919,15538.0,0,0,0,1,0,0
3573,University of South Dakota,0.0,6878.0,0.8788,15442.0,0,0,0,1,0,0
3579,Austin Peay State University,0.0,5498.0,0.8595,15478.0,0,0,0,1,0,0
3597,East Tennessee State University,0.0,6934.0,0.8649,14941.0,0,0,0,1,0,0
3629,University of Memphis,0.0,7413.0,0.6841,12258.0,0,0,0,1,0,0
3632,Middle Tennessee State University,0.0,5632.0,0.6996,9169.0,0,0,0,1,0,0
3663,The University of Tennessee-Chattanooga,0.0,4864.0,0.7757,12056.0,0,0,0,1,0,0
3664,The University of Tennessee-Knoxville,0.0,10296.0,0.7249,14162.0,0,0,0,1,0,0
3665,The University of Tennessee-Martin,0.0,4784.0,0.7668,6933.0,0,0,0,1,0,0
3669,Tennessee Technological University,0.0,4888.0,0.9316,11321.0,0,0,0,1,0,0
3688,Angelo State University,0.0,6454.0,0.8049,12716.0,0,0,0,1,0,0
3717,Texas A & M University-Corpus Christi,0.0,6678.0,0.9258,13404.0,0,0,0,1,0,0
3728,Texas A & M University-Texarkana,0.0,5426.0,0.3723,8258.0,0,0,0,1,0,0
3729,Texas A & M University-Commerce,0.0,7721.0,0.6818,10459.0,0,0,0,1,0,0
3748,University of Houston-Downtown,0.0,6072.0,0.9509,10898.0,0,0,0,1,0,0
3749,University of Houston-Victoria,0.0,5219.0,0.5102,9766.0,0,0,0,1,0,0
3750,University of Houston,0.0,9305.0,0.5841,12822.0,0,0,0,1,0,0
3763,Lamar University,0.0,6771.0,0.7682,16109.0,0,0,0,1,0,0
3768,Texas A & M International University,0.0,3700.0,0.4785,5282.0,0,0,0,1,0,0
3781,Midwestern State University,0.0,6401.0,0.7178,9996.0,0,0,0,1,0,0
3792,University of North Texas,0.0,7327.0,0.5969,10774.0,0,0,0,1,0,0
3801,The University of Texas-Pan American,0.0,3951.0,0.6217,2452.0,0,0,0,1,0,0
3806,Prairie View A & M University,0.0,5137.0,0.4232,9394.0,0,0,0,1,0,0
3815,Sam Houston State University,0.0,7143.0,0.6499,12392.0,0,0,0,1,0,0
3832,Stephen F Austin State University,0.0,5908.0,0.5687,18853.0,0,0,0,1,0,0
3833,Texas State University,0.0,6728.0,0.7508,14104.0,0,0,0,1,0,0
3836,Sul Ross State University,0.0,5807.0,0.522,11064.0,0,0,0,1,0,0
3837,Tarleton State University,0.0,5831.0,0.5682,14978.0,0,0,0,1,0,0
3845,Texas A & M University-Kingsville,0.0,5669.0,0.881,11845.0,0,0,0,1,0,0
3846,Texas A & M University-College Station,0.0,8988.0,0.6947,10912.0,0,0,0,1,0,0
3847,The University of Texas at Arlington,0.0,7034.0,0.5998,13969.0,0,0,0,1,0,0
3848,The University of Texas at Austin,0.0,10476.0,0.4019,15721.0,0,0,0,1,0,0
3849,The University of Texas at Dallas,0.0,10335.0,0.5857,11395.0,0,0,0,1,0,0
3850,The University of Texas at El Paso,0.0,4743.0,0.9981,7586.0,0,0,0,1,0,0
3851,The University of Texas at Tyler,0.0,4739.0,0.8203,12259.0,0,0,0,1,0,0
3857,The University of Texas of the Permian Basin,0.0,5242.0,0.8401,7688.0,0,0,0,1,0,0
3858,The University of Texas at San Antonio,0.0,7114.0,0.7327,11796.0,0,0,0,1,0,0
3860,Texas Southern University,0.0,6770.0,0.4503,18312.0,0,0,0,1,0,0
3861,Texas Tech University,0.0,8919.0,0.663,15403.0,0,0,0,1,0,0
3864,Texas Woman's University,0.0,5374.0,0.8603,9055.0,0,0,0,1,0,0
3879,West Texas A & M University,0.0,5769.0,0.7403,11164.0,0,0,0,1,0,0
3902,Southern Utah University,0.0,5380.0,0.5709,14336.0,0,0,0,1,0,0
3906,Utah State University,0.0,4989.0,0.9674,10954.0,0,0,0,1,0,0
3909,University of Utah,0.0,9592.0,0.8174,14114.0,0,0,0,1,0,0
3914,Castleton State College,0.0,12064.0,0.9205,16539.0,0,0,0,1,0,0
3919,Johnson State College,0.0,10824.0,0.9688,14308.0,0,0,0,1,0,0
3920,Lyndon State College,0.0,11502.0,0.9934,14059.0,0,0,0,1,0,0
3933,University of Vermont,0.0,21995.0,0.7755,14876.0,0,0,0,1,0,0
3940,College of William and Mary,0.0,16797.0,0.3321,24377.0,0,0,0,1,0,0
3944,Christopher Newport University,0.0,6688.0,0.5902,20676.0,0,0,0,1,0,0
3957,George Mason University,0.0,10801.0,0.6203,18305.0,0,0,0,1,0,0
3963,James Madison University,0.0,8595.0,0.6356,17924.0,0,0,0,1,0,0
3967,Longwood University,0.0,6371.0,0.8136,18626.0,0,0,0,1,0,0
3972,University of Mary Washington,0.0,7290.0,0.8096,17896.0,0,0,0,1,0,0
3980,Norfolk State University,0.0,4226.0,0.6499,11901.0,0,0,0,1,0,0
3982,Old Dominion University,0.0,5958.0,0.7679,14174.0,0,0,0,1,0,0
3988,Radford University,0.0,5606.0,0.7831,15651.0,0,0,0,1,0,0
4014,Virginia Polytechnic Institute and State University,0.0,11414.0,0.7028,19993.0,0,0,0,1,0,0
4016,Virginia Commonwealth University,0.0,9693.0,0.6913,18354.0,0,0,0,1,0,0
4017,University of Virginia-Main Campus,0.0,17576.0,0.2999,17149.0,0,0,0,1,0,0
4021,Virginia State University,0.0,5310.0,0.9459,13399.0,0,0,0,1,0,0
4038,Central Washington University,0.0,6413.0,0.8216,14589.0,0,0,0,1,0,0
4047,Eastern Washington University,0.0,7467.0,0.7967,12983.0,0,0,0,1,0,0
4051,The Evergreen State College,0.0,7560.0,0.9709,11903.0,0,0,0,1,0,0
4096,Washington State University,0.0,10434.0,0.8208,16834.0,0,0,0,1,0,0
4097,University of Washington-Seattle Campus,0.0,17091.0,0.5778,11904.0,0,0,0,1,0,0
4100,Western Washington University,0.0,7992.0,0.8371,16325.0,0,0,0,1,0,0
4116,Concord University,0.0,2738.0,0.457,10583.0,0,0,0,1,0,0
4118,Fairmont State University,0.0,3141.0,0.6649,8971.0,0,0,0,1,0,0
4124,Marshall University,0.0,5686.0,0.7868,8402.0,0,0,0,1,0,0
4137,Shepherd University,0.0,4759.0,0.8102,9824.0,0,0,0,1,0,0
4141,West Virginia State University,0.0,3799.0,0.4478,8505.0,0,0,0,1,0,0
4143,West Liberty University,0.0,4915.0,0.7122,11490.0,0,0,0,1,0,0
4151,West Virginia University,0.0,11359.0,0.8311,10449.0,0,0,0,1,0,0
4204,University of Wisconsin-Whitewater,0.0,6665.0,0.8468,13183.0,0,0,0,1,0,0
4208,University of Wisconsin-Eau Claire,0.0,6891.0,0.7646,14654.0,0,0,0,1,0,0
4209,University of Wisconsin-Green Bay,0.0,4942.0,0.8476,13969.0,0,0,0,1,0,0
4210,University of Wisconsin-La Crosse,0.0,6873.0,0.72,15653.0,0,0,0,1,0,0
4212,University of Wisconsin-Oshkosh,0.0,5707.0,0.8134,14119.0,0,0,0,1,0,0
4213,University of Wisconsin-Parkside,0.0,4901.0,0.7547,11038.0,0,0,0,1,0,0
4215,University of Wisconsin-Stout,0.0,5612.0,0.8927,14928.0,0,0,0,1,0,0
4216,University of Wisconsin-Superior,0.0,5673.0,0.8927,12989.0,0,0,0,1,0,0
4217,University of Wisconsin-Madison,0.0,10866.0,0.6792,18387.0,0,0,0,1,0,0
4218,University of Wisconsin-Milwaukee,0.0,8308.0,0.8608,17540.0,0,0,0,1,0,0
4219,University of Wisconsin-Platteville,0.0,6776.0,0.9647,14019.0,0,0,0,1,0,0
4220,University of Wisconsin-River Falls,0.0,6045.0,0.8663,13493.0,0,0,0,1,0,0
4221,University of Wisconsin-Stevens Point,0.0,5745.0,0.8285,13798.0,0,0,0,1,0,0
4231,University of Wyoming,0.0,4422.0,0.9569,11292.0,0,0,0,1,0,0
4255,Puerto Rico Conservatory of Music,0.0,4665.0,0.6742,7154.0,0,0,0,1,0,0
4297,University of Puerto Rico-Mayaguez,0.0,1217.0,0.725,8909.0,0,0,0,1,0,0
4300,University of Puerto Rico-Rio Piedras,0.0,1715.0,0.5248,3346.0,0,0,0,1,0,0
4312,University of the Virgin Islands,0.0,7560.0,0.9782,11730.0,0,0,0,1,0,0
4314,Purdue University-Main Campus,0.0,15256.0,0.6042,15543.0,0,0,0,1,0,0
4534,California State University-San Marcos,0.0,7628.0,0.6251,12844.0,0,0,0,1,0,0
4694,University of Washington-Bothell Campus,0.0,4068.0,0.5778,11091.0,0,0,0,1,0,0
4695,University of Washington-Tacoma Campus,0.0,4165.0,0.5778,9632.0,0,0,0,1,0,0
4890,Arizona State University-West,0.0,11624.0,0.7626,9014.0,0,0,0,1,0,0
4941,California State University-Monterey Bay,0.0,4501.0,0.444,10302.0,0,0,0,1,0,0
5153,Arizona State University-Polytechnic,0.0,12126.0,0.7626,11927.0,0,0,0,1,0,0
5308,Florida Gulf Coast University,0.0,4700.0,0.6579,14296.0,0,0,0,1,0,0
5378,University of Connecticut-Tri-Campus,0.0,2077.0,0.5321,8846.0,0,0,0,1,0,0
5379,University of Connecticut-Avery Point,0.0,6277.0,0.5321,10141.0,0,0,0,1,0,0
5380,University of Connecticut-Stamford,0.0,2653.0,0.5321,8438.0,0,0,0,1,0,0
5584,California State University-Channel Islands,0.0,5852.0,0.6443,14770.0,0,0,0,1,0,0
5779,University of California-Merced,0.0,8846.0,0.7551,11921.0,0,0,0,1,0,0
6029,University of South Florida-St Petersburg,0.0,5328.0,0.4499,12223.0,0,0,0,1,0,0
6031,Arizona State University-Downtown Phoenix,0.0,11815.0,0.7626,12403.0,0,0,0,1,0,0
7185,Pennsylvania State University-World Campus,1.0,6355.0,0.6488,18165.0,0,0,0,1,0,0
7322,Georgia Regents University,0.0,8867.0,0.4103,2898.0,0,0,0,1,0,0
7370,University of North Georgia,0.0,4149.0,0.6102,14534.0,0,0,0,1,0,0
7381,Arizona State University-Skysong,0.0,11797.0,0.7626,12823.0,0,0,0,1,0,0